MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1916978,Card11,"caspase recruitment domain family, member 11",5,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:304570 
MGI:1916978,Card11,"caspase recruitment domain family, member 11",5,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9BXL7 ,J:164563 
MGI:96544,Casp1,caspase 1,9,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:131152 
MGI:96544,Casp1,caspase 1,9,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P29466 ,J:164563 
MGI:1261423,Casp8,caspase 8,1,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q14790 ,J:164563 
MGI:1261423,Casp8,caspase 8,1,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q14790 ,J:164563 
MGI:1859608,Ccdc22,coiled-coil domain containing 22,X,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,O60826 ,J:164563 
MGI:1859608,Ccdc22,coiled-coil domain containing 22,X,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O60826 ,J:164563 
MGI:1346316,Ccl19,C-C motif chemokine ligand 19,4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q99731 ,J:164563 
MGI:1891387,Ccl19-ps1,"C-C motif chemokine ligand 19, pseudogene 1",4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q99731 ,J:164563 
MGI:1891391,Ccl19-ps3,"C-C motif chemokine ligand 19, pseudogene 3",4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q99731 ,J:164563 
MGI:3708691,Ccl19-ps4,"C-C motif chemokine ligand 19, pseudogene 4",4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q99731 ,J:164563 
MGI:3693096,Ccl19-ps5,"C-C motif chemokine ligand 19, pseudogene 5",4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q99731 ,J:164563 
MGI:5434459,Ccl19-ps6,"C-C motif chemokine ligand 19, pseudogene 6",4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q99731 ,J:164563 
MGI:1349183,Ccl21a,C-C motif chemokine ligand 21 (serine),4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O00585 ,J:164563 
MGI:1349182,Ccl21b,C-C motif chemokine ligand 21B (leucine),4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O00585 ,J:164563 
MGI:5434896,Ccl21d,C-C motif chemokine ligand 21D,4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O00585 ,J:164563 
MGI:88335,Cd4,CD4 antigen,6,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P01730 ,J:164563 
MGI:107899,Cd36,CD36 molecule,5,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,MGI:2447190 ,J:100140 
MGI:88336,Cd40,CD40 antigen,2,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN005324942 ,J:265628 
MGI:96534,Cd74,"CD74 antigen (invariant polypeptide of major histocompatibility complex, class II antigen-associated)",18,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P04233 ,J:164563 
MGI:99484,Chuk,conserved helix-loop-helix ubiquitous kinase,19,,canonical NF-kappaB signal transduction,happens in mammary gland,,IGI,MGI:1100089 ,J:90978 
MGI:99484,Chuk,conserved helix-loop-helix ubiquitous kinase,19,,canonical NF-kappaB signal transduction,happens in mammary gland,,IMP,MGI:3045616 ,J:90978 
MGI:99484,Chuk,conserved helix-loop-helix ubiquitous kinase,19,,canonical NF-kappaB signal transduction,,,ISO,O15111 ,J:164563 
MGI:99484,Chuk,conserved helix-loop-helix ubiquitous kinase,19,,I-kappaB phosphorylation,,,TAS,,J:51176 
MGI:99484,Chuk,conserved helix-loop-helix ubiquitous kinase,19,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IGI,MGI:1100089 ,J:90978 
MGI:99484,Chuk,conserved helix-loop-helix ubiquitous kinase,19,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IMP,MGI:3045616 ,J:90978 
MGI:99484,Chuk,conserved helix-loop-helix ubiquitous kinase,19,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O15111 ,J:164563 
MGI:1298389,Clec4d,"C-type lectin domain family 4, member d",6,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:208235 
MGI:1861231,Clec4n,"C-type lectin domain family 4, member n",6,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:168200 
MGI:1861431,Clec7a,"C-type lectin domain family 7, member a",6,,positive regulation of canonical NF-kappaB signal transduction,,,IDA,,J:90994 
MGI:1861431,Clec7a,"C-type lectin domain family 7, member a",6,,regulation of canonical NF-kappaB signal transduction,"happens in dendritic cell,is a part of response to yeast",,IDA,,J:148372 
MGI:2386621,Cpne1,copine I,2,,regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002586632 ,J:265628 
MGI:2386621,Cpne1,copine I,2,,regulation of canonical NF-kappaB signal transduction,,,ISO,Q99829 ,J:164563 
MGI:1339968,Cth,cystathionine gamma lyase,3,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:179897 
MGI:88276,Ctnnb1,catenin beta 1,9,,canonical NF-kappaB signal transduction,happens in integumental system,,IMP,,J:151982 
MGI:88276,Ctnnb1,catenin beta 1,9,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IMP,,J:151982 
MGI:1097153,Cx3cl1,C-X3-C motif chemokine ligand 1,8,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,RGD:620458 ,J:155856 
MGI:1097153,Cx3cl1,C-X3-C motif chemokine ligand 1,8,,positive regulation of I-kappaB phosphorylation,,,ISO,P78423 ,J:164563 
MGI:1333815,Cx3cr1,C-X3-C motif chemokine receptor 1,9,,positive regulation of I-kappaB phosphorylation,,,ISO,RGD:620137 ,J:155856 
MGI:1916851,Dab2ip,disabled 2 interacting protein,2,,I-kappaB phosphorylation,,,IMP,,J:159941 
MGI:1916851,Dab2ip,disabled 2 interacting protein,2,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q5VWQ8 ,J:164563 
MGI:1916851,Dab2ip,disabled 2 interacting protein,2,,regulation of canonical NF-kappaB signal transduction,,,IMP,,J:159941 
MGI:1924256,Ddrgk1,DDRGK domain containing 1,2,,positive regulation of I-kappaB phosphorylation,,,ISO,Q96HY6 ,J:164563 
MGI:2144727,Ddx1,DEAD box helicase 1,12,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:173994 
MGI:1860494,Ddx21,DExD box helicase 21,10,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:173994 
MGI:3651158,Defb25,defensin beta 25,2,,canonical NF-kappaB signal transduction,,,IBA,PTN001030034 ,J:265628 
MGI:3651158,Defb25,defensin beta 25,2,,canonical NF-kappaB signal transduction,,,ISO,Q8NES8 ,J:164563 
MGI:1099786,Dhx15,DEAH-box helicase 15,5,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O43143 ,J:164563 
MGI:1919412,Dhx36,DEAH-box helicase 36,3,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,,J:173994 
MGI:1933786,Dnaja3,DnaJ heat shock protein family (Hsp40) member A3,16,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q96EY1 ,J:164563 
MGI:1195272,Eda,ectodysplasin-A,X,,positive regulation of canonical NF-kappaB signal transduction,,,IMP,MGI:1856197 ,J:140329 
MGI:2442860,Eda2r,ectodysplasin A2 receptor,X,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000950406 ,J:265628 
MGI:1343498,Edar,ectodysplasin-A receptor,10,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000950406 ,J:265628 
MGI:1931001,Edaradd,EDAR associated via death domain,13,,canonical NF-kappaB signal transduction,,,NAS,,J:75381 
MGI:95283,Edn1,endothelin 1,13,,canonical NF-kappaB signal transduction,,,IDA,,J:293877 
MGI:105923,Ednra,endothelin receptor type A,8,,canonical NF-kappaB signal transduction,,,IGI,MGI:102720 ,J:293877 
MGI:102720,Ednrb,endothelin receptor type B,14,,canonical NF-kappaB signal transduction,,,IGI,MGI:105923 ,J:293877 
MGI:1914544,Elp1,elongator complex protein 1,4,,I-kappaB phosphorylation,,,ISO,RGD:620072 ,J:155856 
MGI:2151013,Erc1,ELKS/RAB6-interacting/CAST family member 1,6,,I-kappaB phosphorylation,,,ISO,Q8IUD2 ,J:164563 
MGI:1352467,Esr1,estrogen receptor 1 (alpha),10,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,P03372 ,J:164563 
MGI:101910,F2rl1,F2R like trypsin receptor 1,13,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P55085 ,J:164563 
MGI:101910,F2rl1,F2R like trypsin receptor 1,13,,regulation of canonical NF-kappaB signal transduction,,,ISO,P55085 ,J:164563 
MGI:1344387,Faim,Fas apoptotic inhibitory molecule,9,,canonical NF-kappaB signal transduction,,,IBA,PTN000991624 ,J:265628 
MGI:1344387,Faim,Fas apoptotic inhibitory molecule,9,,canonical NF-kappaB signal transduction,,,ISO,RGD:620572 ,J:155856 
MGI:3647754,Faiml,Fas apoptotic inhibitory molecule like,9,,canonical NF-kappaB signal transduction,,,IBA,PTN000991624 ,J:265628 
MGI:99255,Fasl,Fas ligand,1,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002607446 ,J:265628 
MGI:95602,Fyn,Fyn proto-oncogene,10,,canonical NF-kappaB signal transduction,happens in fat cell,,IGI,MGI:1927596 ,J:205618 
MGI:95602,Fyn,Fyn proto-oncogene,10,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IGI,MGI:1927596 ,J:205618 
MGI:95640,Gapdh,glyceraldehyde-3-phosphate dehydrogenase,6,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P04406 ,J:164563 
MGI:5434255,Gapdh-ps15,"glyceraldehyde-3-phosphate dehydrogenase, pseudogene 15",Y,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P04406 ,J:164563 
MGI:3782011,Gapdhrt,"glyceraldehyde-3-phosphate dehydrogenase, retrotransposed",14,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P04406 ,J:164563 
MGI:3708786,Gapdhrt2,"glyceraldehyde-3-phosphate dehydrogenase, retrotransposed 2",8,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P04406 ,J:164563 
MGI:1926263,Gbp3,guanylate binding protein 3,3,,regulation of canonical NF-kappaB signal transduction,,,ISO,Q8N8V2 ,J:164563 
MGI:2444421,Gbp7,guanylate binding protein 7,3,,regulation of canonical NF-kappaB signal transduction,,,ISO,Q8N8V2 ,J:164563 
MGI:1927596,Gprc5b,"G protein-coupled receptor, family C, group 5, member B",7,,canonical NF-kappaB signal transduction,happens in fat cell,,IGI,MGI:95602 ,J:205618 
MGI:1927596,Gprc5b,"G protein-coupled receptor, family C, group 5, member B",7,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IGI,MGI:95602 ,J:205618 
MGI:1927596,Gprc5b,"G protein-coupled receptor, family C, group 5, member B",7,,positive regulation of canonical NF-kappaB signal transduction,happens in white fat,,IMP,,J:205618 
MGI:95865,Gstp1,"glutathione S-transferase, pi 1",19,,negative regulation of canonical NF-kappaB signal transduction,,,IDA,,J:172998 
MGI:1889341,Hacd3,3-hydroxyacyl-CoA dehydratase 3,9,,canonical NF-kappaB signal transduction,,,IDA,,J:62736 
MGI:108086,Hdac1,histone deacetylase 1,4,,negative regulation of canonical NF-kappaB signal transduction,,,IGI,MGI:87859 ,J:153689 
MGI:96240,Hspb1,heat shock protein 1,5,,regulation of canonical NF-kappaB signal transduction,,,IDA,,J:173748 
MGI:107729,Igtp,interferon gamma induced GTPase,11,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,A1A4Y4 ,J:164563 
MGI:1338071,Ikbkb,inhibitor of kappaB kinase beta,8,,canonical NF-kappaB signal transduction,,,ISO,O14920 ,J:164563 
MGI:1338071,Ikbkb,inhibitor of kappaB kinase beta,8,,I-kappaB phosphorylation,,,TAS,,J:51176 
MGI:1338071,Ikbkb,inhibitor of kappaB kinase beta,8,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O14920 ,J:164563 
MGI:1338074,Ikbkg,inhibitor of kappaB kinase gamma,X,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002835062 ,J:265628 
MGI:1338074,Ikbkg,inhibitor of kappaB kinase gamma,X,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9Y6K9 ,J:128397 
MGI:1338074,Ikbkg,inhibitor of kappaB kinase gamma,X,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9Y6K9 ,J:164563 
MGI:96542,Il1a,interleukin 1 alpha,2,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,RGD:2890 ,J:155856 
MGI:96543,Il1b,interleukin 1 beta,2,,canonical NF-kappaB signal transduction,happens in fibroblast,,IDA,,J:102721 
MGI:96543,Il1b,interleukin 1 beta,2,,canonical NF-kappaB signal transduction,happens in fibroblast,,IGI,MGI:1346877 ,J:102721 
MGI:96543,Il1b,interleukin 1 beta,2,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IDA,,J:102721 
MGI:96543,Il1b,interleukin 1 beta,2,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IGI,MGI:1346877 ,J:102721 
MGI:96543,Il1b,interleukin 1 beta,2,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,RGD:2891 ,J:155856 
MGI:96543,Il1b,interleukin 1 beta,2,,regulation of canonical NF-kappaB signal transduction,,,ISO,P01584 ,J:164563 
MGI:98427,Il1rl1,interleukin 1 receptor-like 1,1,,negative regulation of canonical NF-kappaB signal transduction,,PR:P14719-2,IDA,,J:124985 
MGI:1921579,Inava,innate immunity activator,1,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q3KP66 ,J:164563 
MGI:107420,Irak1,interleukin-1 receptor-associated kinase 1,X,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN001563231 ,J:265628 
MGI:107420,Irak1,interleukin-1 receptor-associated kinase 1,X,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P51617 ,J:73065 
MGI:1929475,Irak1bp1,interleukin-1 receptor-associated kinase 1 binding protein 1,9,,canonical NF-kappaB signal transduction,,,IBA,PTN001050576 ,J:265628 
MGI:1929475,Irak1bp1,interleukin-1 receptor-associated kinase 1 binding protein 1,9,,canonical NF-kappaB signal transduction,,,IDA,,J:67984 
MGI:2429603,Irak2,interleukin-1 receptor-associated kinase 2,6,,canonical NF-kappaB signal transduction,,,ISO,O43187 ,J:164563 
MGI:2182474,Irak4,interleukin-1 receptor-associated kinase 4,15,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000701357 ,J:265628 
MGI:2182474,Irak4,interleukin-1 receptor-associated kinase 4,15,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9NWZ3 ,J:73065 
MGI:96590,Irf1,interferon regulatory factor 1,11,,canonical NF-kappaB signal transduction,,,ISO,RGD:2920 ,J:155856 
MGI:1859179,Irf3,interferon regulatory factor 3,7,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,RGD:1549774 ,J:155856 
MGI:107567,Irgm1,immunity-related GTPase family M member 1,11,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,A1A4Y4 ,J:164563 
MGI:1926262,Irgm2,immunity-related GTPase family M member 2,11,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,A1A4Y4 ,J:164563 
MGI:1919356,Jmjd8,jumonji domain containing 8,17,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q96S16 ,J:164563 
MGI:1915826,Lamtor5,"late endosomal/lysosomal adaptor, MAPK and MTOR activator 5",3,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O43504 ,J:164563 
MGI:102701,Lilrb4a,"leukocyte immunoglobulin-like receptor, subfamily B, member 4A",10,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q8NHJ6 ,J:164563 
MGI:102702,Lilrb4b,"leukocyte immunoglobulin-like receptor, subfamily B, member 4B",10,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,Q8NHJ6 ,J:164563 
MGI:1919949,Lime1,Lck interacting transmembrane adaptor 1,2,,regulation of canonical NF-kappaB signal transduction,,,IMP,,J:129312 
MGI:104796,Ltb,lymphotoxin B,17,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000158085 ,J:265628 
MGI:104875,Ltbr,lymphotoxin B receptor,6,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000559116 ,J:265628 
MGI:96837,Ltf,lactotransferrin,9,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,P02788 ,J:164563 
MGI:1915325,Lurap1,leucine rich adaptor protein 1,4,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002853007 ,J:265628 
MGI:1915325,Lurap1,leucine rich adaptor protein 1,4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q96LR2 ,J:164563 
MGI:106510,Lurap1l,leucine rich adaptor protein 1-like,4,,positive regulation of canonical NF-kappaB signal transduction,,,IEA,IPR037443 ,J:72247 
MGI:2445027,Malt1,MALT1 paracaspase,18,,canonical NF-kappaB signal transduction,,,RCA,,J:84168 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,canonical NF-kappaB signal transduction,happens in fibroblast,,IGI,MGI:104798 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,canonical NF-kappaB signal transduction,happens in fibroblast,,IGI,MGI:2156367 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,canonical NF-kappaB signal transduction,happens in fibroblast,,IGI,MGI:96536 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,canonical NF-kappaB signal transduction,,,ISO,O43318 ,J:164563 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,I-kappaB phosphorylation,happens in fibroblast,,IGI,MGI:104798 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,I-kappaB phosphorylation,happens in fibroblast,,IGI,MGI:96536 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,I-kappaB phosphorylation,,,ISO,O43318 ,J:164563 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,positive regulation of canonical NF-kappaB signal transduction,,,IBA,PTN000723805 ,J:265628 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IGI,MGI:104798 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IGI,MGI:2156367 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IGI,MGI:96536 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,RGD:1309438 ,J:155856 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,O43318 ,J:164563 
MGI:1858204,Map3k14,mitogen-activated protein kinase kinase kinase 14,11,,canonical NF-kappaB signal transduction,,,IBA,PTN002807746 ,J:265628 
MGI:1858204,Map3k14,mitogen-activated protein kinase kinase kinase 14,11,,canonical NF-kappaB signal transduction,,,IDA,,J:67738 
MGI:1858204,Map3k14,mitogen-activated protein kinase kinase kinase 14,11,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q99558 ,J:164563 
MGI:1347004,Mapkbp1,mitogen-activated protein kinase binding protein 1,2,,negative regulation of canonical NF-kappaB signal transduction,,,IBA,PTN002894181 ,J:265628 
MGI:1347004,Mapkbp1,mitogen-activated protein kinase binding protein 1,2,,negative regulation of canonical NF-kappaB signal transduction,,,ISO,O60336 ,J:164563 
MGI:1344333,Mid2,midline 2,X,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q9UJV3 ,J:164563 
MGI:1914404,Mtdh,metadherin,15,,positive regulation of canonical NF-kappaB signal transduction,,,ISO,Q86UE4 ,J:164563 
MGI:108005,Myd88,myeloid differentiation primary response gene 88,9,,canonical NF-kappaB signal transduction,happens in fibroblast,,IGI,MGI:2147032 ,J:84679 
MGI:108005,Myd88,myeloid differentiation primary response gene 88,9,,canonical NF-kappaB signal transduction,happens in fibroblast,,IMP,MGI:2385681 ,J:84679 
MGI:108005,Myd88,myeloid differentiation primary response gene 88,9,,positive regulation of canonical NF-kappaB signal transduction,positively regulates canonical NF-kappaB signal transduction,,IGI,MGI:2147032 ,J:84679 
