MGI Gene/Marker ID,Symbol,Name,Chr,Qualifier,Annotated Term,Context,Proteoform,Evidence,Inferred From,Reference(s)
MGI:1347245,Ceacam1,CEA cell adhesion molecule 1,7,,negative regulation of JNK cascade,happens in T cell,PR:P31809-3,IMP,,J:116136 
MGI:1347245,Ceacam1,CEA cell adhesion molecule 1,7,,positive regulation of JNK cascade,happens in B cell,PR:P31809,IDA,,J:84339 
MGI:1349415,Cops5,COP9 signalosome subunit 5,1,,regulation of JNK cascade,,,ISO,Q92905 ,J:164563 
MGI:2685919,Cracr2a,calcium release activated channel regulator 2A,6,,positive regulation of JNK cascade,,,IMP,,J:259523 
MGI:2685919,Cracr2a,calcium release activated channel regulator 2A,6,,positive regulation of JNK cascade,,,ISO,Q9BSW2 ,J:164563 
MGI:88508,Crk,v-crk avian sarcoma virus CT10 oncogene homolog,11,,positive regulation of JNK cascade,,,ISO,RGD:2405 ,J:155856 
MGI:1921506,Cyld,CYLD lysine 63 deubiquitinase,8,,negative regulation of JNK cascade,,,IDA,,J:262344 
MGI:1921506,Cyld,CYLD lysine 63 deubiquitinase,8,,negative regulation of JNK cascade,,,ISO,Q9NQC7 ,J:164563 
MGI:109175,Dab2,"disabled 2, mitogen-responsive phosphoprotein",15,,positive regulation of JNK cascade,,,IDA,,J:188905 
MGI:1916851,Dab2ip,disabled 2 interacting protein,2,,positive regulation of JNK cascade,,,ISO,Q5VWQ8 ,J:164563 
MGI:1891740,Dact1,dishevelled-binding antagonist of beta-catenin 1,12,,negative regulation of JNK cascade,,,IBA,PTN002698130 ,J:265628 
MGI:1891740,Dact1,dishevelled-binding antagonist of beta-catenin 1,12,,negative regulation of JNK cascade,,,IDA,,J:187575 
MGI:1891740,Dact1,dishevelled-binding antagonist of beta-catenin 1,12,,negative regulation of JNK cascade,,,ISO,Q9NYF0 ,J:164563 
MGI:1197015,Daxx,Fas death domain-associated protein,17,,JNK cascade,,,ISO,Q9UER7 ,J:164563 
MGI:2679721,Dixdc1,DIX domain containing 1,9,,positive regulation of JNK cascade,,,ISO,RGD:1309902 ,J:155856 
MGI:1270129,Dnaja1,DnaJ heat shock protein family (Hsp40) member A1,4,,negative regulation of JUN kinase activity,,,ISO,P31689 ,J:164563 
MGI:1919599,Dusp3,dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related),11,,negative regulation of JNK cascade,,,IBA,PTN000017220 ,J:265628 
MGI:1919599,Dusp3,dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related),11,,negative regulation of JNK cascade,,,ISO,P51452 ,J:164563 
MGI:1927070,Dusp10,dual specificity phosphatase 10,1,,negative regulation of JNK cascade,,,IMP,MGI:3052343 ,J:92104 
MGI:1927070,Dusp10,dual specificity phosphatase 10,1,,negative regulation of JNK cascade,,,ISO,Q9Y6W6 ,J:164563 
MGI:1927070,Dusp10,dual specificity phosphatase 10,1,,negative regulation of JUN kinase activity,,,IBA,PTN001605539 ,J:265628 
MGI:1927070,Dusp10,dual specificity phosphatase 10,1,,negative regulation of JUN kinase activity,,,IMP,MGI:3052343 ,J:92104 
MGI:1927070,Dusp10,dual specificity phosphatase 10,1,,negative regulation of JUN kinase activity,,,ISO,Q9Y6W6 ,J:164563 
MGI:1917936,Dusp16,dual specificity phosphatase 16,6,,negative regulation of JUN kinase activity,,,ISO,Q9BY84 ,J:164563 
MGI:1915332,Dusp19,dual specificity phosphatase 19,2,,JNK cascade,,,IDA,,J:77617 
MGI:1915332,Dusp19,dual specificity phosphatase 19,2,,negative regulation of JNK cascade,,,IDA,,J:77617 
MGI:1915332,Dusp19,dual specificity phosphatase 19,2,,negative regulation of JUN kinase activity,,,IDA,,J:77617 
MGI:1915332,Dusp19,dual specificity phosphatase 19,2,,positive regulation of JNK cascade,,,IDA,,J:77617 
MGI:1915926,Dusp22,dual specificity phosphatase 22,13,,positive regulation of JNK cascade,,,IDA,,J:79283 
MGI:2442860,Eda2r,ectodysplasin A2 receptor,X,,positive regulation of JNK cascade,,,IBA,PTN000950406 ,J:265628 
MGI:2442860,Eda2r,ectodysplasin A2 receptor,X,,positive regulation of JNK cascade,,,ISO,Q9HAV5 ,J:164563 
MGI:1343498,Edar,ectodysplasin-A receptor,10,,positive regulation of JNK cascade,,,IBA,PTN000950406 ,J:265628 
MGI:95294,Egfr,epidermal growth factor receptor,11,,regulation of JNK cascade,,,ISO,P00533 ,J:164563 
MGI:1096337,Ephb1,Eph receptor B1,9,,regulation of JNK cascade,,,ISO,P54762 ,J:164563 
MGI:1100494,Ercc6,"excision repair cross-complementing rodent repair deficiency, complementation group 6",14,,JNK cascade,,,IMP,MGI:1932102 ,J:111758 
MGI:101910,F2rl1,F2R like trypsin receptor 1,13,,negative regulation of JNK cascade,,,ISO,P55085 ,J:164563 
MGI:101910,F2rl1,F2R like trypsin receptor 1,13,,positive regulation of JNK cascade,,,ISO,P55085 ,J:164563 
MGI:101910,F2rl1,F2R like trypsin receptor 1,13,,regulation of JNK cascade,,,ISO,P55085 ,J:164563 
MGI:95499,Fcgr2b,"Fc receptor, IgG, low affinity IIb",1,,positive regulation of JNK cascade,"is a part of cellular response to amyloid-beta,happens in cerebral cortex neuron,regulates a function/process that happens in cerebral cortex neuron",,IMP,,J:201623 
MGI:2183747,Fgd4,"FYVE, RhoGEF and PH domain containing 4",16,,positive regulation of JNK cascade,,,ISO,RGD:708357 ,J:155856 
MGI:109183,Fgf12,fibroblast growth factor 12,16,,JNK cascade,,,ISO,P61328-2 ,J:73065 
MGI:109189,Fgf14,fibroblast growth factor 14,14,,JNK cascade,,,ISO,Q92915-2 ,J:73065 
MGI:1096383,Fgf15,fibroblast growth factor 15,7,,positive regulation of JNK cascade,,,ISO,O95750 ,J:164563 
MGI:2179507,Fktn,fukutin,4,,negative regulation of JNK cascade,,,ISO,O75072 ,J:164563 
MGI:95561,Flt4,FMS-like tyrosine kinase 4,11,,positive regulation of JNK cascade,,,ISO,P35916 ,J:164563 
MGI:107799,Gadd45a,growth arrest and DNA-damage-inducible 45 alpha,6,,positive regulation of JNK cascade,,,ISO,P24522 ,J:164563 
MGI:107776,Gadd45b,growth arrest and DNA-damage-inducible 45 beta,10,,positive regulation of JNK cascade,,,ISO,O75293 ,J:164563 
MGI:1346325,Gadd45g,growth arrest and DNA-damage-inducible 45 gamma,13,,positive regulation of JNK cascade,,,ISO,O95257 ,J:164563 
MGI:1891751,Gps2,G protein pathway suppressor 2,11,,negative regulation of JNK cascade,,,IMP,,J:259118 
MGI:1891751,Gps2,G protein pathway suppressor 2,11,,negative regulation of JNK cascade,,,ISO,Q13227 ,J:164563 
MGI:95815,Grik2,"glutamate receptor, ionotropic, kainate 2 (beta 2)",10,,regulation of JNK cascade,,,ISO,RGD:2733 ,J:155856 
MGI:95865,Gstp1,"glutathione S-transferase, pi 1",19,,negative regulation of JUN kinase activity,,,IDA,,J:172907 
MGI:95865,Gstp1,"glutathione S-transferase, pi 1",19,,negative regulation of JUN kinase activity,,,IDA,,J:172998 
MGI:95865,Gstp1,"glutathione S-transferase, pi 1",19,,negative regulation of JUN kinase activity,,,IMP,,J:124412 
MGI:95865,Gstp1,"glutathione S-transferase, pi 1",19,,negative regulation of JUN kinase activity,,,ISO,P09211 ,J:164563 
MGI:95864,Gstp2,"glutathione S-transferase, pi 2",19,,negative regulation of JUN kinase activity,,,ISO,P09211 ,J:164563 
MGI:2385078,Gstp3,glutathione S-transferase pi 3,19,,negative regulation of JUN kinase activity,,,ISO,P09211 ,J:164563 
MGI:3782108,Gstp-ps,"glutathione S-transferase, pi, pseudogene",1,,negative regulation of JUN kinase activity,,,ISO,P09211 ,J:164563 
MGI:1889341,Hacd3,3-hydroxyacyl-CoA dehydratase 3,9,,JNK cascade,,,IDA,,J:62736 
MGI:1343091,Hdac3,histone deacetylase 3,18,,negative regulation of JNK cascade,,,ISO,O15379 ,J:164563 
MGI:1314872,Hipk2,homeodomain interacting protein kinase 2,6,,positive regulation of JNK cascade,,,ISO,Q9H2X6 ,J:164563 
MGI:1314882,Hipk3,homeodomain interacting protein kinase 3,2,,negative regulation of JUN kinase activity,,,IMP,,J:65176 
MGI:96113,Hmgb1,high mobility group box 1,5,,positive regulation of JNK cascade,,,ISO,P09429 ,J:164563 
MGI:96224,Hras,Harvey rat sarcoma virus oncogene,7,,positive regulation of JNK cascade,,,ISO,P01112 ,J:164563 
MGI:96433,Igf1r,insulin-like growth factor I receptor,7,,regulation of JNK cascade,,,IBA,PTN002814784 ,J:265628 
MGI:96433,Igf1r,insulin-like growth factor I receptor,7,,regulation of JNK cascade,,,ISO,P08069 ,J:164563 
MGI:96542,Il1a,interleukin 1 alpha,2,,positive regulation of JNK cascade,,,ISO,RGD:2890 ,J:155856 
MGI:96543,Il1b,interleukin 1 beta,2,,JNK cascade,happens in fibroblast,,IDA,,J:102721 
MGI:96543,Il1b,interleukin 1 beta,2,,JNK cascade,happens in fibroblast,,IGI,MGI:1346877 ,J:102721 
MGI:96543,Il1b,interleukin 1 beta,2,,positive regulation of JNK cascade,positively regulates JNK cascade,,IDA,,J:102721 
MGI:96543,Il1b,interleukin 1 beta,2,,positive regulation of JNK cascade,"happens in entorhinal cortex,regulates long-term synaptic depression",,IGI,CPX-1134 Q15109 ,J:241477 
MGI:96543,Il1b,interleukin 1 beta,2,,positive regulation of JNK cascade,positively regulates JNK cascade,,IGI,MGI:1346877 ,J:102721 
MGI:96543,Il1b,interleukin 1 beta,2,,positive regulation of JNK cascade,,,ISO,RGD:2891 ,J:155856 
MGI:96552,Il3,interleukin 3,11,,JNK cascade,happens in pro-B cell,,IDA,,J:88294 
MGI:96552,Il3,interleukin 3,11,,JNK cascade,happens in pro-B cell,,IMP,,J:88294 
MGI:96552,Il3,interleukin 3,11,,positive regulation of JNK cascade,positively regulates JNK cascade,,IDA,,J:88294 
MGI:96552,Il3,interleukin 3,11,,positive regulation of JNK cascade,positively regulates JNK cascade,,IMP,,J:88294 
MGI:107420,Irak1,interleukin-1 receptor-associated kinase 1,X,,JNK cascade,,,ISO,RGD:1563841 ,J:155856 
MGI:2182474,Irak4,interleukin-1 receptor-associated kinase 4,15,,JNK cascade,,,ISO,RGD:1305303 ,J:155856 
MGI:1202301,Itch,"itchy, E3 ubiquitin protein ligase",2,,negative regulation of JNK cascade,,,IMP,,J:131809 
MGI:3045305,Klhl31,kelch-like 31,9,,negative regulation of JNK cascade,,,IBA,PTN000697866 ,J:265628 
MGI:3045305,Klhl31,kelch-like 31,9,,negative regulation of JNK cascade,,,ISO,Q9H511 ,J:164563 
MGI:96795,Lmnb1,lamin B1,18,,positive regulation of JNK cascade,,,NAS,,J:169987 
MGI:1913975,Lrrk2,leucine-rich repeat kinase 2,15,,JNK cascade,,,ISO,Q5S007 ,J:164563 
MGI:104875,Ltbr,lymphotoxin B receptor,6,,positive regulation of JNK cascade,,,ISO,P36941 ,J:164563 
MGI:1346869,Map2k4,mitogen-activated protein kinase kinase 4,11,,JNK cascade,,,ISO,RGD:1307040 ,J:155856 
MGI:1346869,Map2k4,mitogen-activated protein kinase kinase 4,11,,JNK cascade,,,ISO,Q9DGR7 ,J:137475 
MGI:1346869,Map2k4,mitogen-activated protein kinase kinase 4,11,,positive regulation of JNK cascade,,,ISO,RGD:1307040 ,J:155856 
MGI:1346871,Map2k7,mitogen-activated protein kinase kinase 7,8,,JNK cascade,,,IDA,,J:77617 
MGI:1346871,Map2k7,mitogen-activated protein kinase kinase 7,8,,JNK cascade,,,ISO,RGD:1560043 ,J:155856 
MGI:1346871,Map2k7,mitogen-activated protein kinase kinase 7,8,,positive regulation of JNK cascade,,,IDA,,J:44734 
MGI:1346871,Map2k7,mitogen-activated protein kinase kinase 7,8,,positive regulation of JNK cascade,,,ISO,RGD:1560043 ,J:155856 
MGI:1346872,Map3k1,mitogen-activated protein kinase kinase kinase 1,13,,JNK cascade,,,IDA,,J:88294 
MGI:1346872,Map3k1,mitogen-activated protein kinase kinase kinase 1,13,,positive regulation of JNK cascade,,,ISO,RGD:620966 ,J:155856 
MGI:1346876,Map3k5,mitogen-activated protein kinase kinase kinase 5,10,,JNK cascade,,,ISO,RGD:1306565 ,J:155856 
MGI:1346876,Map3k5,mitogen-activated protein kinase kinase kinase 5,10,,JNK cascade,,,ISO,Q99683 ,J:164563 
MGI:1346876,Map3k5,mitogen-activated protein kinase kinase kinase 5,10,,positive regulation of JNK cascade,is a part of response to endoplasmic reticulum stress,,IMP,,J:218004 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,JNK cascade,,,IBA,PTN000723805 ,J:265628 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,JNK cascade,,,IDA,,J:262344 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,JNK cascade,happens in fibroblast,,IGI,MGI:104798 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,JNK cascade,happens in fibroblast,,IGI,MGI:96536 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,JNK cascade,happens in fibroblast,,IGI,MGI:96824 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,JNK cascade,,,ISO,O43318 ,J:164563 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,positive regulation of JNK cascade,positively regulates JNK cascade,,IGI,MGI:104798 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,positive regulation of JNK cascade,positively regulates JNK cascade,,IGI,MGI:96536 ,J:102721 
MGI:1346877,Map3k7,mitogen-activated protein kinase kinase kinase 7,4,,positive regulation of JNK cascade,positively regulates JNK cascade,,IGI,MGI:96824 ,J:102721 
MGI:1346879,Map3k10,mitogen-activated protein kinase kinase kinase 10,7,,positive regulation of JNK cascade,,,ISO,Q02779 ,J:164563 
MGI:1346880,Map3k11,mitogen-activated protein kinase kinase kinase 11,19,,JNK cascade,,,ISO,RGD:1359261 ,J:155856 
MGI:1346880,Map3k11,mitogen-activated protein kinase kinase kinase 11,19,,JNK cascade,,,ISO,Q16584 ,J:164563 
MGI:1346880,Map3k11,mitogen-activated protein kinase kinase kinase 11,19,,positive regulation of JNK cascade,,,ISO,RGD:1359261 ,J:155856 
MGI:1346880,Map3k11,mitogen-activated protein kinase kinase kinase 11,19,,positive regulation of JNK cascade,,,ISO,Q16584 ,J:164563 
MGI:1346881,Map3k12,mitogen-activated protein kinase kinase kinase 12,15,,JNK cascade,happens in neuron,,IMP,,J:236918 
MGI:2444243,Map3k13,mitogen-activated protein kinase kinase kinase 13,16,,JNK cascade,,,IBA,PTN002892804 ,J:265628 
MGI:2444243,Map3k13,mitogen-activated protein kinase kinase kinase 13,16,,JNK cascade,happens in neuron,,IMP,,J:236918 
MGI:2444243,Map3k13,mitogen-activated protein kinase kinase kinase 13,16,,JNK cascade,,,ISO,O43283 ,J:164563 
MGI:2443258,Map3k20,mitogen-activated protein kinase kinase kinase 20,2,,JNK cascade,,,IMP,,J:241322 
MGI:2443258,Map3k20,mitogen-activated protein kinase kinase kinase 20,2,,JNK cascade,,,ISO,Q9NYL2 ,J:164563 
MGI:1346882,Map4k1,mitogen-activated protein kinase kinase kinase kinase 1,7,,JNK cascade,,,ISO,Q92918 ,J:164563 
MGI:1346883,Map4k2,mitogen-activated protein kinase kinase kinase kinase 2,19,,positive regulation of JNK cascade,,,ISO,Q12851 ,J:164563 
MGI:1349394,Map4k4,mitogen-activated protein kinase kinase kinase kinase 4,1,,positive regulation of JNK cascade,,,IDA,,J:39300 
MGI:1349394,Map4k4,mitogen-activated protein kinase kinase kinase kinase 4,1,,regulation of JNK cascade,,,ISO,O95819 ,J:164563 
MGI:1346861,Mapk8,mitogen-activated protein kinase 8,14,,JNK cascade,,,IBA,PTN001171982 ,J:265628 
MGI:1346861,Mapk8,mitogen-activated protein kinase 8,14,,JNK cascade,,,IDA,,J:61895 
MGI:1346861,Mapk8,mitogen-activated protein kinase 8,14,,JNK cascade,,,ISO,P45983 ,J:164563 
MGI:1346861,Mapk8,mitogen-activated protein kinase 8,14,,JNK cascade,,,ISO,Q9DGD9 ,J:137475 
MGI:1346861,Mapk8,mitogen-activated protein kinase 8,14,,JUN phosphorylation,happens in fibroblast,,IMP,MGI:2384141 ,J:88294 
MGI:1346861,Mapk8,mitogen-activated protein kinase 8,14,,JUN phosphorylation,,,ISO,P45983 ,J:73065 
MGI:1309464,Mapk8ip1,mitogen-activated protein kinase 8 interacting protein 1,2,,JNK cascade,,,IBA,PTN000881520 ,J:265628 
MGI:1309464,Mapk8ip1,mitogen-activated protein kinase 8 interacting protein 1,2,,JUN phosphorylation,,,IDA,,J:50502 
MGI:1309464,Mapk8ip1,mitogen-activated protein kinase 8 interacting protein 1,2,,negative regulation of JNK cascade,,,ISO,RGD:70937 ,J:155856 
MGI:1309464,Mapk8ip1,mitogen-activated protein kinase 8 interacting protein 1,2,,negative regulation of JUN kinase activity,,,ISO,RGD:70937 ,J:155856 
MGI:1309464,Mapk8ip1,mitogen-activated protein kinase 8 interacting protein 1,2,,positive regulation of JNK cascade,,,IMP,,J:205863 
MGI:1309464,Mapk8ip1,mitogen-activated protein kinase 8 interacting protein 1,2,,regulation of JNK cascade,,,IMP,,J:77616 
MGI:1926555,Mapk8ip2,mitogen-activated protein kinase 8 interacting protein 2,15,,JNK cascade,,,IBA,PTN000881520 ,J:265628 
MGI:1926555,Mapk8ip2,mitogen-activated protein kinase 8 interacting protein 2,15,,JNK cascade,,,IDA,,J:63942 
MGI:1926555,Mapk8ip2,mitogen-activated protein kinase 8 interacting protein 2,15,,regulation of JNK cascade,,,ISO,Q13387 ,J:164563 
MGI:1353598,Mapk8ip3,mitogen-activated protein kinase 8 interacting protein 3,17,,JNK cascade,,,IDA,,J:59878 
MGI:1353598,Mapk8ip3,mitogen-activated protein kinase 8 interacting protein 3,17,,positive regulation of JNK cascade,,,ISO,RGD:1563691 ,J:155856 
MGI:1353598,Mapk8ip3,mitogen-activated protein kinase 8 interacting protein 3,17,,regulation of JNK cascade,,,IDA,,J:59878 
MGI:1346862,Mapk9,mitogen-activated protein kinase 9,11,,JNK cascade,,,IBA,PTN001171982 ,J:265628 
MGI:1346862,Mapk9,mitogen-activated protein kinase 9,11,,JNK cascade,,,ISO,RGD:628847 ,J:155856 
MGI:1346862,Mapk9,mitogen-activated protein kinase 9,11,,JNK cascade,,,ISO,P45984 ,J:164563 
MGI:1346862,Mapk9,mitogen-activated protein kinase 9,11,,JNK cascade,,,ISS,Q91Y86 ,J:61895 
MGI:1346862,Mapk9,mitogen-activated protein kinase 9,11,,JUN phosphorylation,,,ISO,RGD:628847 ,J:155856 
MGI:1346862,Mapk9,mitogen-activated protein kinase 9,11,,regulation of JNK cascade,,,ISO,RGD:628847 ,J:155856 
MGI:1346863,Mapk10,mitogen-activated protein kinase 10,5,,JNK cascade,,,IBA,PTN001171982 ,J:265628 
MGI:1346863,Mapk10,mitogen-activated protein kinase 10,5,,JNK cascade,,,IDA,,J:43658 
MGI:1346863,Mapk10,mitogen-activated protein kinase 10,5,,JNK cascade,,,ISO,RGD:3663 ,J:155856 
MGI:1346863,Mapk10,mitogen-activated protein kinase 10,5,,JUN phosphorylation,,,ISO,RGD:3663 ,J:155856 
MGI:1347004,Mapkbp1,mitogen-activated protein kinase binding protein 1,2,,positive regulation of JNK cascade,,,IBA,PTN002894181 ,J:265628 
MGI:1347004,Mapkbp1,mitogen-activated protein kinase binding protein 1,2,,positive regulation of JNK cascade,,,IDA,,J:57455 
MGI:1920858,Marveld3,MARVEL (membrane-associating) domain containing 3,8,,negative regulation of JNK cascade,,,ISO,Q96A59 ,J:73065 
MGI:1918320,Mbip,MAP3K12 binding inhibitory protein 1,12,,positive regulation of JNK cascade,,,ISO,Q9NS73 ,J:164563 
MGI:107687,Mdfi,MyoD family inhibitor,17,,regulation of JNK cascade,,,IDA,,J:159078 
MGI:104611,Mdfic,MyoD family inhibitor domain containing,6,,regulation of JNK cascade,,,ISO,Q9P1T7 ,J:164563 
MGI:95457,Mecom,MDS1 and EVI1 complex locus,3,,negative regulation of JNK cascade,,,ISO,Q03112 ,J:164563 
MGI:1316736,Men1,multiple endocrine neoplasia 1,19,,negative regulation of JNK cascade,,,ISO,O00255 ,J:164563 
MGI:1098644,Mfhas1,malignant fibrous histiocytoma amplified sequence 1,8,,positive regulation of JNK cascade,,,ISO,Q9Y4C4 ,J:164563 
MGI:1355329,Mink1,misshapen-like kinase 1 (zebrafish),11,,positive regulation of JNK cascade,,,IDA,,J:60996 
MGI:1355329,Mink1,misshapen-like kinase 1 (zebrafish),11,,positive regulation of JNK cascade,,,ISO,Q8N4C8 ,J:164563 
MGI:1202395,Mmp8,matrix metallopeptidase 8,9,,positive regulation of JNK cascade,"is a part of positive regulation of microglial cell activation,is a part of cellular response to lipopolysaccharide",,IMP,,J:265613 
MGI:1915485,Mturn,"maturin, neural progenitor differentiation regulator homolog (Xenopus)",6,,positive regulation of JNK cascade,,,ISO,Q8N3F0 ,J:164563 
MGI:108005,Myd88,myeloid differentiation primary response gene 88,9,,JNK cascade,happens in fibroblast,,IMP,MGI:2385681 ,J:84679 
MGI:108005,Myd88,myeloid differentiation primary response gene 88,9,,JNK cascade,,,ISO,RGD:735043 ,J:155856 
MGI:108005,Myd88,myeloid differentiation primary response gene 88,9,,positive regulation of JNK cascade,positively regulates JNK cascade,,IMP,MGI:2385681 ,J:84679 
MGI:1298223,Naip1,"NLR family, apoptosis inhibitory protein 1",13,,positive regulation of JNK cascade,,,ISO,Q13075 ,J:164563 
MGI:1298226,Naip2,"NLR family, apoptosis inhibitory protein 2",13,,positive regulation of JNK cascade,,,ISO,Q13075 ,J:164563 
MGI:1298220,Naip5,"NLR family, apoptosis inhibitory protein 5",13,,positive regulation of JNK cascade,,,ISO,Q13075 ,J:164563 
MGI:1298222,Naip6,"NLR family, apoptosis inhibitory protein 6",13,,positive regulation of JNK cascade,,,ISO,Q13075 ,J:164563 
MGI:1858256,Naip7,"NLR family, apoptosis inhibitory protein 7",13,,positive regulation of JNK cascade,,,ISO,Q13075 ,J:164563 
MGI:1349717,Ncor1,nuclear receptor co-repressor 1,11,,negative regulation of JNK cascade,,,ISO,O75376 ,J:164563 
MGI:97312,Nfkb1,"nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105",3,,JNK cascade,is a part of cellular response to virus,,IMP,,J:141299 
MGI:1341839,Nod1,nucleotide-binding oligomerization domain containing 1,6,,JNK cascade,happens in macrophage,,IDA,,J:132126 
MGI:1341839,Nod1,nucleotide-binding oligomerization domain containing 1,6,,positive regulation of JNK cascade,positively regulates JNK cascade,,IDA,,J:132126 
MGI:2429397,Nod2,nucleotide-binding oligomerization domain containing 2,8,,JNK cascade,happens in macrophage,,IDA,,J:132126 
MGI:2429397,Nod2,nucleotide-binding oligomerization domain containing 2,8,,positive regulation of JNK cascade,positively regulates JNK cascade,,IDA,,J:132126 
MGI:2429397,Nod2,nucleotide-binding oligomerization domain containing 2,8,,positive regulation of JNK cascade,,,ISO,Q9HC29 ,J:117799 
MGI:2450016,Nox1,NADPH oxidase 1,X,,JNK cascade,"happens in endothelial cell,happens in lung",,IMP,MGI:3616995 ,J:167959 
